DATE,BTC,EPU,ETH,EURO,GOLD,LIBRA,SP500,VIX,WTICO,YUAN
03/01/2017,1020.67,89.85,9.59,1.04,1151.00,1.23,2257.83,12.85,52.36,6.96
04/01/2017,1130.30,101.99,11.17,1.05,1164.25,1.23,2270.75,11.85,53.26,6.93
05/01/2017,1007.00,134.47,10.23,1.06,1176.70,1.24,2269.00,11.67,53.77,6.89
06/01/2017,895.71,96.97,10.14,1.06,1175.85,1.23,2276.98,11.32,53.98,6.92
09/01/2017,902.66,121.76,10.39,1.06,1178.50,1.22,2268.90,11.56,51.95,6.94
10/01/2017,907.00,121.90,10.63,1.06,1189.50,1.22,2268.90,11.49,50.82,6.92
11/01/2017,795.77,124.56,9.95,1.05,1178.55,1.21,2275.32,11.26,52.19,6.94
12/01/2017,812.25,113.32,9.80,1.07,1205.05,1.22,2270.44,11.54,53.01,6.89
13/01/2017,831.42,135.56,9.84,1.06,1190.35,1.22,2274.64,11.23,52.36,6.90
17/01/2017,906.00,160.96,10.34,1.07,1216.05,1.24,2267.89,11.87,52.45,6.85
18/01/2017,887.99,135.59,10.23,1.07,1214.75,1.23,2271.89,12.48,51.12,6.84
19/01/2017,902.92,95.56,10.42,1.06,1196.05,1.23,2263.69,12.78,51.39,6.87
23/01/2017,910.70,154.77,10.80,1.07,1212.85,1.25,2265.20,11.77,52.77,6.85
24/01/2017,887.00,136.15,10.57,1.07,1216.80,1.25,2280.07,11.07,52.38,6.86
25/01/2017,896.00,175.14,10.55,1.07,1195.00,1.26,2298.37,10.81,52.14,6.88
26/01/2017,917.02,89.25,10.60,1.07,1189.70,1.26,2296.68,10.63,53.24,6.88
27/01/2017,922.63,135.05,10.55,1.07,1184.85,1.25,2294.69,10.58,53.18,6.88
30/01/2017,923.23,115.06,10.60,1.07,1192.80,1.25,2280.90,11.88,52.63,6.88
31/01/2017,970.01,139.29,10.70,1.08,1212.80,1.26,2278.87,11.99,52.75,6.88
01/02/2017,992.75,158.28,10.72,1.08,1203.65,1.26,2279.55,11.81,53.90,6.88
02/02/2017,1008.38,113.53,10.82,1.08,1221.95,1.25,2280.85,11.93,53.55,6.88
03/02/2017,1018.00,131.28,10.99,1.08,1215.20,1.25,2297.42,10.97,53.81,6.87
06/02/2017,1022.58,150.83,11.34,1.07,1226.75,1.25,2292.56,11.37,53.01,6.86
07/02/2017,1053.96,121.82,11.51,1.07,1231.00,1.25,2293.08,11.29,52.19,6.88
08/02/2017,1056.70,118.99,11.41,1.07,1242.10,1.25,2294.67,11.45,52.37,6.87
09/02/2017,994.24,74.34,11.02,1.07,1236.80,1.25,2307.87,10.88,52.99,6.87
10/02/2017,1001.99,231.24,11.43,1.07,1228.30,1.25,2316.10,10.85,53.84,6.88
13/02/2017,1002.82,77.85,11.43,1.06,1222.25,1.25,2328.25,11.07,52.96,6.88
14/02/2017,1013.92,120.20,13.14,1.06,1230.75,1.25,2337.58,10.74,53.21,6.86
15/02/2017,1014.53,130.16,12.98,1.06,1224.40,1.25,2349.25,11.97,53.11,6.87
16/02/2017,1038.94,89.07,12.89,1.07,1240.55,1.25,2347.22,11.76,53.41,6.85
17/02/2017,1057.30,143.29,12.75,1.06,1241.95,1.24,2351.16,11.49,53.41,6.86
21/02/2017,1128.29,87.54,12.83,1.06,1233.20,1.25,2365.38,11.57,54.02,6.88
22/02/2017,1128.71,226.71,12.75,1.06,1236.65,1.25,2362.82,11.74,53.61,6.88
23/02/2017,1186.90,84.74,13.21,1.06,1247.90,1.25,2363.81,11.71,54.48,6.86
24/02/2017,1186.91,99.00,13.20,1.06,1253.65,1.25,2367.34,11.47,53.99,6.86
27/02/2017,1195.81,117.37,15.66,1.06,1257.20,1.25,2369.75,12.09,54.04,6.87
28/02/2017,1195.08,114.25,16.40,1.06,1255.60,1.24,2363.64,12.92,54.00,6.87
01/03/2017,1230.00,111.90,17.37,1.06,1240.40,1.23,2395.96,12.54,53.82,6.88
02/03/2017,1269.17,125.27,19.27,1.05,1238.10,1.23,2381.92,11.81,52.63,6.89
03/03/2017,1292.86,88.91,19.68,1.06,1226.50,1.22,2383.12,10.96,53.33,6.90
06/03/2017,1284.99,104.29,19.68,1.06,1230.95,1.22,2375.31,11.24,53.19,6.90
07/03/2017,1237.36,71.17,18.96,1.06,1216.65,1.22,2368.39,11.45,52.68,6.90
08/03/2017,1150.22,124.51,16.68,1.05,1209.20,1.22,2362.98,11.86,49.83,6.91
09/03/2017,1197.30,95.37,17.82,1.06,1206.55,1.22,2364.87,12.30,48.75,6.91
10/03/2017,1109.01,81.65,19.20,1.07,1202.65,1.22,2372.60,11.66,48.05,6.91
13/03/2017,1245.49,56.50,28.64,1.07,1204.20,1.22,2373.47,11.35,47.95,6.91
14/03/2017,1247.42,122.30,28.69,1.06,1204.60,1.22,2365.45,12.30,47.24,6.91
15/03/2017,1263.00,159.48,35.65,1.06,1198.80,1.22,2385.26,11.63,48.34,6.91
16/03/2017,1175.11,91.44,45.96,1.07,1229.35,1.24,2381.38,11.21,48.30,6.91
17/03/2017,1069.57,152.01,44.62,1.07,1229.60,1.24,2378.25,11.28,48.34,6.90
20/03/2017,1044.96,161.69,42.31,1.08,1232.40,1.24,2373.47,11.34,47.79,6.91
21/03/2017,1114.42,184.47,42.36,1.08,1241.60,1.25,2344.02,12.47,47.02,6.88
22/03/2017,1034.57,65.80,41.37,1.08,1249.05,1.25,2348.45,12.81,47.29,6.88
23/03/2017,1025.14,48.67,42.99,1.08,1247.50,1.25,2345.96,13.12,47.00,6.88
24/03/2017,934.87,106.37,52.93,1.08,1247.50,1.25,2343.98,12.96,47.30,6.88
27/03/2017,1042.08,83.12,48.97,1.09,1257.55,1.26,2341.59,12.50,47.02,6.87
28/03/2017,1045.40,89.73,50.30,1.09,1257.25,1.25,2358.57,11.53,48.36,6.88
29/03/2017,1043.27,66.64,53.10,1.08,1251.10,1.24,2361.13,11.42,49.47,6.89
30/03/2017,1042.34,91.55,51.88,1.07,1248.80,1.25,2368.06,11.54,50.30,6.89
31/03/2017,1088.99,221.37,50.18,1.07,1244.85,1.25,2362.72,12.37,50.54,6.88
03/04/2017,1152.60,115.76,44.25,1.07,1247.25,1.25,2358.84,12.38,50.25,6.88
04/04/2017,1143.99,103.95,44.47,1.07,1257.65,1.24,2360.16,11.79,50.99,6.88
05/04/2017,1132.99,75.28,44.78,1.07,1245.80,1.25,2352.95,12.89,51.14,6.89
06/04/2017,1192.30,82.38,43.30,1.07,1252.50,1.25,2357.49,12.39,51.69,6.90
07/04/2017,1194.00,67.93,42.32,1.06,1266.45,1.24,2355.54,12.87,52.25,6.90
10/04/2017,1210.00,118.06,43.92,1.06,1250.05,1.24,2357.16,14.05,53.06,6.90
11/04/2017,1223.99,41.86,43.83,1.06,1252.90,1.25,2353.78,15.07,53.38,6.89
12/04/2017,1214.17,79.49,46.48,1.06,1274.30,1.25,2344.93,15.77,53.12,6.89
13/04/2017,1177.05,59.73,49.77,1.06,1284.15,1.25,2328.95,15.96,53.19,6.89
17/04/2017,1189.91,119.99,47.94,1.07,1284.15,1.26,2349.01,14.66,52.62,6.88
18/04/2017,1201.94,71.39,49.79,1.07,1278.95,1.28,2342.19,14.42,52.46,6.88
19/04/2017,1214.21,93.31,47.78,1.07,1279.05,1.28,2338.17,14.93,50.49,6.89
20/04/2017,1236.15,55.86,49.38,1.08,1282.10,1.28,2355.84,14.15,50.26,6.88
21/04/2017,1249.99,124.51,48.37,1.07,1281.85,1.28,2348.69,14.63,49.64,6.88
24/04/2017,1257.29,144.04,50.12,1.08,1269.40,1.28,2374.15,10.84,48.90,6.88
25/04/2017,1281.16,58.82,50.31,1.09,1267.80,1.28,2388.61,10.76,49.22,6.88
26/04/2017,1298.44,70.40,53.42,1.09,1261.85,1.28,2387.45,10.85,49.22,6.89
27/04/2017,1349.26,63.06,63.67,1.09,1262.80,1.29,2388.77,10.36,48.96,6.90
28/04/2017,1353.34,62.79,73.14,1.09,1266.45,1.29,2384.20,10.82,49.31,6.89
01/05/2017,1436.50,97.49,79.35,1.09,1266.45,1.29,2388.33,10.11,48.83,6.89
02/05/2017,1471.99,89.58,77.55,1.09,1255.45,1.29,2391.17,10.59,47.65,6.89
03/05/2017,1533.00,86.79,81.29,1.09,1250.30,1.29,2388.13,10.68,47.79,6.90
04/05/2017,1563.39,184.47,95.97,1.10,1228.45,1.29,2389.52,10.46,45.55,6.90
05/05/2017,1551.30,72.21,91.93,1.10,1228.05,1.30,2399.29,10.57,46.23,6.90
08/05/2017,1713.00,113.15,89.25,1.09,1229.80,1.29,2399.38,9.77,46.46,6.90
09/05/2017,1720.43,84.95,86.58,1.09,1220.40,1.29,2396.92,9.96,45.84,6.91
10/05/2017,1794.99,67.32,88.36,1.09,1222.95,1.29,2399.63,10.21,47.28,6.90
11/05/2017,1837.93,49.78,88.30,1.09,1223.15,1.29,2394.44,10.60,47.81,6.90
12/05/2017,1695.61,129.40,85.17,1.09,1231.25,1.29,2390.90,10.40,47.83,6.90
15/05/2017,1747.81,169.44,91.00,1.10,1233.30,1.29,2402.32,10.42,48.86,6.89
16/05/2017,1777.48,118.00,87.98,1.11,1234.20,1.29,2400.67,10.65,48.64,6.88
17/05/2017,1813.23,62.79,86.88,1.11,1257.40,1.29,2357.03,15.59,49.04,6.88
18/05/2017,1899.16,89.48,96.20,1.11,1255.90,1.30,2365.72,14.66,49.36,6.89
19/05/2017,1976.23,87.23,125.14,1.12,1252.00,1.30,2381.73,12.04,50.32,6.88
22/05/2017,2123.29,83.62,160.10,1.12,1258.85,1.30,2394.02,10.93,50.81,6.88
23/05/2017,2272.75,64.98,169.95,1.12,1260.20,1.30,2398.42,10.72,51.12,6.89
24/05/2017,2432.97,76.10,196.06,1.12,1252.55,1.29,2404.39,10.02,50.99,6.89
25/05/2017,2355.00,51.65,181.51,1.12,1256.95,1.30,2415.07,9.99,48.57,6.87
26/05/2017,2272.70,62.91,163.80,1.12,1265.05,1.28,2415.82,9.81,49.58,6.85
30/05/2017,2191.58,45.36,228.69,1.12,1262.70,1.29,2412.91,10.38,49.63,6.85
31/05/2017,2303.29,168.16,229.14,1.12,1266.20,1.29,2411.80,10.41,48.29,6.81
01/06/2017,2419.99,100.04,221.91,1.12,1264.85,1.29,2430.06,9.89,48.32,6.80
02/06/2017,2478.99,61.36,222.04,1.13,1274.95,1.29,2439.07,9.75,47.68,6.81
05/06/2017,2698.00,274.58,248.00,1.13,1279.95,1.29,2436.10,10.07,47.40,6.80
06/06/2017,2871.29,85.30,264.22,1.13,1293.50,1.29,2429.33,10.45,48.13,6.79
07/06/2017,2685.64,46.07,255.68,1.12,1291.00,1.29,2433.14,10.39,45.80,6.79
08/06/2017,2799.73,33.16,258.64,1.12,1273.10,1.29,2433.79,10.16,45.68,6.80
09/06/2017,2811.39,65.80,279.38,1.12,1266.55,1.27,2431.77,10.70,45.82,6.80
12/06/2017,2655.71,98.63,397.37,1.12,1266.40,1.27,2429.39,11.46,46.10,6.80
13/06/2017,2709.01,144.57,388.00,1.12,1262.00,1.27,2440.35,10.42,46.41,6.80
14/06/2017,2432.21,48.72,341.70,1.13,1275.50,1.28,2437.92,10.64,44.79,6.79
15/06/2017,2409.98,67.05,343.71,1.12,1254.55,1.28,2432.46,10.90,44.47,6.81
16/06/2017,2480.43,80.07,354.26,1.12,1255.40,1.28,2433.15,10.38,44.73,6.81
19/06/2017,2596.98,75.30,358.71,1.12,1248.15,1.27,2453.46,10.37,44.24,6.82
20/06/2017,2725.08,93.24,350.94,1.11,1242.20,1.26,2437.03,10.86,43.34,6.83
21/06/2017,2643.35,90.96,325.41,1.11,1242.50,1.27,2435.61,10.75,42.48,6.83
22/06/2017,2679.99,93.79,320.02,1.11,1250.80,1.27,2434.50,10.48,42.53,6.83
23/06/2017,2690.76,135.04,326.99,1.12,1255.70,1.27,2438.30,10.02,42.86,6.83
26/06/2017,2407.91,44.92,252.99,1.12,1245.25,1.27,2439.07,9.90,43.24,6.84
27/06/2017,2575.75,93.10,287.23,1.13,1249.55,1.28,2419.38,11.06,44.25,6.81
28/06/2017,2553.12,95.31,315.32,1.14,1248.00,1.29,2440.69,10.03,44.74,6.80
29/06/2017,2530.00,65.45,292.95,1.14,1243.50,1.30,2419.70,11.44,44.88,6.78
30/06/2017,2455.19,111.89,280.04,1.14,1242.25,1.30,2423.41,11.18,46.02,6.78
03/07/2017,2542.41,101.66,276.37,1.14,1229.25,1.30,2429.01,11.22,45.88,6.80
05/07/2017,2616.96,57.04,266.27,1.13,1220.30,1.29,2432.54,11.07,45.11,6.80
06/07/2017,2604.84,76.45,266.01,1.14,1224.90,1.30,2409.75,12.54,45.52,6.80
07/07/2017,2501.15,160.41,241.28,1.14,1215.65,1.29,2425.18,11.19,44.25,6.80
10/07/2017,2331.05,92.94,202.86,1.14,1211.90,1.29,2427.43,11.11,44.40,6.80
11/07/2017,2310.01,85.23,190.57,1.14,1211.05,1.29,2425.53,10.89,45.06,6.80
12/07/2017,2383.42,70.04,224.04,1.14,1218.80,1.29,2443.25,10.30,45.48,6.79
13/07/2017,2340.00,73.54,205.00,1.14,1218.90,1.29,2447.83,9.90,46.06,6.78
14/07/2017,2217.24,90.61,197.23,1.15,1230.30,1.31,2459.27,9.51,46.53,6.77
17/07/2017,2235.19,92.60,190.87,1.15,1234.10,1.31,2459.14,9.82,46.02,6.77
18/07/2017,2308.15,88.82,227.01,1.16,1240.75,1.30,2460.61,9.89,46.40,6.75
19/07/2017,2258.99,51.42,194.74,1.15,1242.15,1.30,2473.83,9.79,47.10,6.75
20/07/2017,2873.48,100.40,226.06,1.16,1238.70,1.30,2473.45,9.58,46.73,6.76
21/07/2017,2657.45,73.36,216.60,1.17,1248.55,1.30,2472.54,9.36,45.78,6.77
24/07/2017,2762.26,305.98,225.96,1.16,1255.55,1.30,2469.91,9.43,46.21,6.75
25/07/2017,2564.00,162.68,203.78,1.17,1254.40,1.30,2477.13,9.43,47.77,6.75
26/07/2017,2525.99,80.27,203.23,1.16,1248.10,1.30,2477.83,9.60,48.58,6.75
27/07/2017,2664.99,40.48,202.94,1.17,1261.10,1.31,2475.42,10.11,49.05,6.74
28/07/2017,2786.07,45.32,190.72,1.18,1264.90,1.31,2472.10,10.29,49.72,6.74
31/07/2017,2856.88,80.96,200.82,1.18,1267.55,1.32,2470.30,10.26,50.21,6.72
01/08/2017,2732.59,70.77,225.73,1.18,1270.95,1.32,2476.35,10.09,49.19,6.72
02/08/2017,2699.90,57.38,217.92,1.19,1269.60,1.32,2477.57,10.28,49.60,6.72
03/08/2017,2787.02,61.00,224.00,1.19,1268.10,1.31,2472.16,10.44,49.03,6.72
04/08/2017,2857.34,63.90,220.72,1.18,1257.70,1.30,2476.83,10.03,49.57,6.73
07/08/2017,3398.23,96.65,269.90,1.18,1258.00,1.30,2480.91,9.93,49.37,6.72
08/08/2017,3422.43,56.87,295.95,1.17,1261.80,1.30,2474.92,10.96,49.07,6.70
09/08/2017,3342.80,62.08,295.26,1.17,1271.05,1.30,2474.02,11.11,49.59,6.67
10/08/2017,3444.98,66.59,300.51,1.18,1284.40,1.30,2438.21,16.04,48.54,6.65
11/08/2017,3656.15,41.93,309.65,1.18,1286.10,1.30,2441.32,15.51,48.81,6.66
14/08/2017,4320.60,88.94,299.16,1.18,1282.30,1.30,2465.84,12.33,47.59,6.67
15/08/2017,4159.93,86.83,286.71,1.17,1270.30,1.29,2464.61,12.04,47.57,6.68
16/08/2017,4370.01,47.71,300.45,1.17,1272.75,1.29,2468.11,11.74,46.80,6.69
17/08/2017,4280.01,56.82,300.67,1.17,1285.15,1.29,2430.01,15.55,47.07,6.67
18/08/2017,4101.72,60.34,292.87,1.17,1295.80,1.28,2425.55,14.26,48.59,6.67
21/08/2017,4002.00,60.63,322.00,1.18,1292.90,1.29,2428.37,13.19,47.39,6.66
22/08/2017,4092.00,74.28,314.19,1.18,1284.20,1.28,2452.51,11.35,47.65,6.66
23/08/2017,4143.49,69.07,317.50,1.18,1286.65,1.28,2444.04,12.25,48.45,6.66
24/08/2017,4312.03,42.90,324.56,1.18,1289.00,1.28,2438.97,12.23,47.24,6.66
25/08/2017,4360.00,72.15,330.14,1.19,1285.30,1.29,2443.05,11.28,47.65,6.65
28/08/2017,4384.99,80.49,347.54,1.20,1285.30,1.29,2444.24,11.32,46.40,6.61
29/08/2017,4599.00,81.46,372.48,1.20,1318.65,1.29,2446.30,11.70,46.46,6.59
30/08/2017,4581.98,42.02,384.10,1.19,1308.50,1.29,2457.59,11.22,45.96,6.59
31/08/2017,4743.94,43.34,389.20,1.19,1311.75,1.29,2471.65,10.59,47.26,6.59
01/09/2017,4947.99,57.53,392.87,1.19,1320.40,1.30,2476.55,10.13,47.32,6.56
05/09/2017,4432.51,142.33,320.08,1.19,1335.55,1.30,2457.85,12.23,48.63,6.53
06/09/2017,4616.18,198.18,339.38,1.19,1337.85,1.31,2465.54,11.63,49.13,6.52
07/09/2017,4624.18,88.44,335.56,1.20,1343.50,1.31,2465.10,11.55,49.10,6.48
08/09/2017,4350.00,68.98,307.96,1.20,1346.25,1.32,2461.43,12.12,47.44,6.48
11/09/2017,4210.72,94.13,298.47,1.20,1334.20,1.32,2488.11,10.73,48.06,6.53
12/09/2017,4164.52,59.02,294.50,1.20,1326.50,1.33,2496.48,10.58,48.21,6.53
13/09/2017,3855.32,71.31,275.71,1.19,1327.55,1.32,2498.37,10.50,49.30,6.54
14/09/2017,3250.40,120.33,223.85,1.19,1324.55,1.34,2495.62,10.44,49.86,6.55
15/09/2017,3740.02,72.36,260.88,1.20,1322.85,1.36,2500.23,10.17,49.90,6.55
18/09/2017,4100.00,68.55,298.00,1.19,1312.10,1.35,2503.87,10.15,49.88,6.57
19/09/2017,3910.11,58.25,282.80,1.20,1309.60,1.35,2506.65,10.18,49.54,6.58
20/09/2017,3872.06,52.37,283.55,1.20,1311.30,1.36,2508.24,9.78,50.29,6.57
21/09/2017,3617.47,55.35,258.11,1.19,1292.10,1.36,2500.60,9.67,50.58,6.59
22/09/2017,3619.01,63.09,263.88,1.20,1294.80,1.35,2502.22,9.59,50.33,6.59
25/09/2017,3919.78,105.42,294.41,1.19,1293.30,1.35,2496.66,10.21,51.85,6.62
26/09/2017,3885.09,58.14,288.77,1.18,1300.05,1.34,2496.84,10.17,51.59,6.64
27/09/2017,4200.00,63.54,309.85,1.17,1282.55,1.34,2507.04,9.87,52.14,6.64
28/09/2017,4189.42,103.05,302.33,1.18,1283.35,1.34,2510.06,9.55,51.62,6.66
29/09/2017,4156.99,107.61,291.88,1.18,1283.10,1.34,2519.36,9.51,51.67,6.65
02/10/2017,4392.71,75.31,296.72,1.17,1273.70,1.33,2529.12,9.45,50.59,6.65
03/10/2017,4307.99,52.47,292.36,1.18,1271.25,1.33,2534.58,9.51,50.44,6.65
04/10/2017,4214.84,48.06,292.00,1.18,1274.25,1.33,2537.74,9.63,50.00,6.65
05/10/2017,4320.04,40.99,294.89,1.17,1274.50,1.31,2552.07,9.19,50.79,6.65
06/10/2017,4362.99,85.68,307.73,1.17,1261.80,1.31,2549.33,9.65,49.34,6.65
10/10/2017,4750.00,74.46,297.99,1.18,1291.40,1.32,2550.64,10.08,50.93,6.57
11/10/2017,4814.99,60.44,302.00,1.18,1289.25,1.32,2555.24,9.85,51.30,6.59
12/10/2017,5440.00,37.61,302.12,1.18,1290.25,1.32,2550.93,9.91,50.61,6.59
13/10/2017,5624.80,63.88,335.89,1.18,1299.60,1.33,2553.17,9.61,51.43,6.58
16/10/2017,5754.90,98.42,334.36,1.18,1303.30,1.33,2557.64,9.91,51.86,6.59
17/10/2017,5594.00,49.38,316.37,1.18,1284.75,1.32,2559.36,10.31,51.87,6.62
18/10/2017,5574.44,100.11,313.59,1.18,1280.20,1.32,2561.26,10.07,52.05,6.63
19/10/2017,5704.01,82.48,308.02,1.18,1286.40,1.32,2562.10,10.05,51.29,6.61
20/10/2017,5989.10,62.32,303.15,1.18,1281.20,1.32,2575.21,9.97,51.63,6.62
23/10/2017,5905.99,136.20,285.83,1.18,1274.90,1.32,2564.98,11.07,51.91,6.64
24/10/2017,5525.43,37.25,296.99,1.18,1276.45,1.31,2569.13,11.16,52.32,6.63
25/10/2017,5739.97,60.11,296.76,1.18,1275.00,1.33,2557.15,11.23,51.97,6.64
26/10/2017,5891.61,114.37,295.98,1.17,1273.75,1.32,2560.40,11.30,52.41,6.64
27/10/2017,5780.00,87.39,297.59,1.16,1266.45,1.31,2581.07,9.80,53.92,6.65
30/10/2017,6124.16,64.62,306.87,1.16,1272.00,1.32,2572.83,10.50,54.11,6.65
31/10/2017,6445.01,50.39,303.51,1.16,1270.15,1.33,2575.26,10.18,54.36,6.63
01/11/2017,6783.69,66.70,290.82,1.16,1277.05,1.33,2579.36,10.20,54.32,6.60
02/11/2017,7039.98,85.31,285.40,1.17,1279.20,1.31,2579.85,9.93,54.55,6.61
03/11/2017,7170.01,103.89,306.00,1.16,1267.20,1.31,2587.84,9.14,55.63,6.64
06/11/2017,6969.76,92.35,297.32,1.16,1270.90,1.31,2591.13,9.40,57.34,6.63
07/11/2017,7126.63,100.93,292.42,1.16,1275.60,1.32,2590.64,9.89,57.19,6.64
08/11/2017,7467.96,67.48,307.91,1.16,1284.00,1.31,2594.38,9.78,56.82,6.62
09/11/2017,7156.00,65.11,320.72,1.16,1284.80,1.31,2584.62,10.50,57.16,6.64
13/11/2017,6535.87,134.97,315.56,1.17,1277.95,1.31,2584.84,11.50,56.77,6.64
14/11/2017,6605.00,107.88,335.04,1.18,1274.60,1.31,2578.87,11.59,55.67,6.64
15/11/2017,7294.00,58.10,331.81,1.18,1282.20,1.32,2564.62,13.13,55.28,6.62
16/11/2017,7838.53,83.79,330.21,1.18,1280.00,1.32,2585.64,11.76,55.14,6.63
17/11/2017,7714.71,98.62,332.31,1.18,1284.35,1.32,2578.85,11.43,56.21,6.62
20/11/2017,8256.01,79.50,368.24,1.17,1286.20,1.32,2582.14,10.65,56.21,6.62
21/11/2017,8109.00,199.49,361.51,1.17,1283.30,1.32,2599.03,9.73,56.84,6.63
22/11/2017,8250.00,52.93,381.73,1.18,1286.95,1.33,2597.08,9.88,57.88,6.61
24/11/2017,8215.01,34.88,470.98,1.19,1290.50,1.33,2602.42,9.67,58.94,6.60
27/11/2017,9768.71,31.11,477.53,1.19,1294.90,1.33,2601.42,9.87,58.10,6.60
28/11/2017,9949.00,206.63,468.52,1.19,1291.85,1.32,2627.04,10.03,57.96,6.60
29/11/2017,9935.98,103.98,434.01,1.19,1283.85,1.34,2626.07,10.70,57.25,6.61
30/11/2017,9903.00,101.48,434.00,1.19,1280.20,1.35,2647.58,11.28,57.40,6.61
01/12/2017,10869.84,86.95,463.82,1.19,1275.50,1.35,2642.22,11.43,58.35,6.61
04/12/2017,11643.98,101.07,468.22,1.18,1273.45,1.35,2639.44,11.68,57.48,6.62
05/12/2017,11718.35,95.44,457.30,1.18,1266.30,1.35,2629.57,11.33,57.66,6.62
06/12/2017,14090.00,57.79,432.49,1.18,1263.70,1.34,2629.27,11.02,55.79,6.61
07/12/2017,17390.01,40.69,433.28,1.18,1255.00,1.34,2636.98,10.16,56.50,6.62
08/12/2017,16367.03,63.52,463.45,1.18,1250.65,1.34,2651.50,9.58,57.15,6.62
11/12/2017,16885.76,81.46,518.00,1.18,1247.15,1.34,2659.99,9.34,57.84,6.62
12/12/2017,17730.12,66.43,686.82,1.17,1240.90,1.33,2664.11,9.92,57.12,6.62
13/12/2017,16689.61,52.01,711.94,1.18,1242.65,1.34,2662.85,10.18,56.59,6.62
14/12/2017,16749.78,32.59,705.01,1.18,1251.00,1.34,2652.01,10.49,57.00,6.61
15/12/2017,17738.67,104.84,693.50,1.18,1254.60,1.33,2675.81,9.42,57.29,6.61
18/12/2017,19039.01,94.77,785.65,1.18,1260.60,1.34,2690.16,9.53,57.17,6.61
19/12/2017,17838.73,82.40,826.65,1.18,1260.35,1.34,2681.47,10.03,57.49,6.61
20/12/2017,16496.89,57.20,802.86,1.19,1264.55,1.34,2679.25,9.72,58.09,6.58
21/12/2017,15758.80,92.94,796.98,1.19,1264.55,1.34,2684.57,9.62,58.34,6.58
22/12/2017,14210.57,72.69,682.11,1.18,1264.55,1.34,2683.34,9.90,58.25,6.58
26/12/2017,15790.88,106.31,755.07,1.19,1264.55,1.34,2680.50,10.25,59.55,6.54
27/12/2017,15367.08,58.44,739.99,1.19,1279.40,1.34,2682.62,10.47,59.67,6.56
28/12/2017,14450.01,63.24,719.50,1.20,1291.00,1.35,2687.54,10.18,59.84,6.53
29/12/2017,14565.05,146.43,748.89,1.20,1291.00,1.35,2673.61,11.04,60.46,6.51
02/01/2018,14781.51,111.20,865.00,1.21,1312.05,1.36,2695.81,9.77,60.37,6.49
03/01/2018,15098.14,52.45,938.31,1.20,1314.90,1.35,2713.06,9.15,61.61,6.50
04/01/2018,15144.99,243.48,949.00,1.21,1314.50,1.35,2723.99,9.22,61.98,6.49
05/01/2018,16960.01,108.68,969.27,1.20,1317.15,1.36,2743.15,9.22,61.49,6.49
08/01/2018,14993.74,77.28,1137.01,1.20,1319.95,1.36,2747.71,9.52,61.73,6.50
09/01/2018,14480.99,157.58,1290.01,1.19,1311.00,1.35,2751.29,10.08,62.92,6.53
10/01/2018,14875.18,89.18,1246.94,1.20,1319.75,1.35,2748.23,9.82,63.60,6.51
11/01/2018,13308.06,111.72,1137.01,1.20,1323.05,1.35,2767.56,9.88,63.81,6.50
12/01/2018,13820.00,107.69,1260.00,1.21,1326.80,1.37,2786.24,10.16,64.22,6.46
16/01/2018,11570.01,61.57,1080.00,1.22,1333.85,1.38,2776.42,11.66,63.82,6.44
17/01/2018,11200.01,61.83,1028.06,1.22,1335.65,1.38,2802.56,11.91,63.92,6.43
18/01/2018,11305.53,115.86,1025.78,1.22,1332.20,1.39,2798.03,12.22,63.96,6.42
19/01/2018,11498.99,88.34,1037.45,1.22,1334.95,1.39,2810.30,11.27,63.38,6.40
22/01/2018,10766.70,110.72,999.68,1.22,1332.60,1.39,2832.97,11.03,63.66,6.40
23/01/2018,10824.94,74.52,984.03,1.23,1333.40,1.40,2839.13,11.10,64.45,6.40
24/01/2018,11356.79,93.27,1056.99,1.24,1353.70,1.42,2837.54,11.47,65.69,6.37
25/01/2018,11118.00,77.97,1040.00,1.25,1354.95,1.43,2839.25,11.58,65.62,6.32
26/01/2018,11086.89,110.00,1045.57,1.24,1353.15,1.42,2872.87,11.08,66.27,6.32
29/01/2018,11123.01,85.23,1162.27,1.24,1343.85,1.40,2853.53,13.84,65.71,6.33
30/01/2018,9995.00,68.45,1054.39,1.24,1344.90,1.41,2822.43,14.79,64.64,6.32
31/01/2018,10099.99,71.84,1105.01,1.24,1345.05,1.42,2823.81,13.54,64.82,6.28
01/02/2018,9014.23,49.78,1017.48,1.25,1341.35,1.42,2821.98,13.47,65.92,6.30
02/02/2018,8787.52,61.20,911.99,1.24,1331.15,1.41,2762.13,17.31,65.50,6.30
05/02/2018,6905.19,145.79,693.54,1.24,1333.60,1.40,2648.94,37.32,64.18,6.29
06/02/2018,7688.46,92.59,783.83,1.24,1331.40,1.40,2695.14,29.98,63.48,6.28
07/02/2018,7575.75,58.29,750.04,1.23,1324.65,1.39,2681.66,27.73,61.91,6.26
08/02/2018,8218.10,89.29,812.00,1.22,1315.45,1.39,2581.00,33.46,61.30,6.32
09/02/2018,8671.01,82.68,875.99,1.22,1314.10,1.38,2619.55,29.06,59.20,6.30
12/02/2018,8872.28,80.89,864.40,1.23,1322.30,1.38,2656.00,25.61,59.41,6.33
13/02/2018,8520.01,104.55,840.49,1.24,1325.35,1.39,2662.94,24.97,59.33,6.34
14/02/2018,9472.98,107.01,920.26,1.24,1336.25,1.40,2698.63,19.26,60.70,6.34
